site.Country;site.LatDD;site.LongDD;site.SiteName;site.SiteCODE;sample.SampleCODE;ecofig.Aquatics;ecofig.Carrion;ecofig.Disturbed/arable;ecofig.Dry dead wood;ecofig.Dung/foul habitats;ecofig.General synanthropic;ecofig.Halotolerant;ecofig.Heathland & moorland;ecofig.Indicators: Coniferous;ecofig.Indicators: Deciduous;ecofig.Indicators: Dung;ecofig.Indicators: Running water;ecofig.Indicators: Standing water;ecofig.Meadowland;ecofig.Mould beetles;ecofig.Open wet habitats;ecofig.Pasture/Dung;ecofig.Sandy/dry disturbed/arable;ecofig.Stored grain pest;ecofig.Wetlands/marshes;ecofig.Wood and trees;sample.CalAgeEarliest;sample.CalAgeLatest;sample.Total Of Abundance
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003395;6.9;1.72;5.17;0;3.45;1.72;1.72;10.34;0;0;0;0;0;10.34;0;1.72;3.45;6.9;0;36.21;10.34;14102;13804;58
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003394;9.52;2.38;2.38;0;2.38;4.76;4.76;9.52;0;0;0;0;2.38;9.52;2.38;2.38;2.38;4.76;0;30.95;9.52;14081;13787;42
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006173;8.33;8.33;8.33;0;8.33;8.33;8.33;0;0;0;0;0;0;8.33;0;8.33;8.33;8.33;0;8.33;8.33;14072;13771;12
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003393;23.08;3.08;1.54;0;3.08;1.54;3.08;6.15;0;0;0;0;9.23;4.62;0;1.54;3.08;1.54;0;30.77;7.69;14063;13779;65
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003386;12.42;1.96;4.58;0;4.58;1.31;2.61;11.11;0;0;0;0;3.27;12.42;0;3.27;3.27;4.58;0;23.53;11.11;14056;13716;153
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000458;8.75;5;3.75;0;7.5;3.75;5;3.75;0;0;0;0;2.5;5;1.25;8.75;5;2.5;0;27.5;10;14053;12764;80
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003385;12.96;2.78;2.78;0;4.63;2.78;5.56;8.33;0;0.93;0;0;2.78;8.33;0.93;4.63;3.7;3.7;0;25;10.19;14051;13636;108
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004009;14.78;0.87;4.35;0;3.48;3.48;3.48;7.83;0;0;0;0;5.22;13.91;2.61;2.61;3.48;3.48;0;17.39;13.04;14051;13482;115
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003392;13.46;1.92;5.77;0;1.92;1.92;1.92;9.62;0;0;0;0;3.85;7.69;0;1.92;1.92;5.77;0;34.62;7.69;14048;13772;52
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003391;18.75;1.56;3.13;0;3.13;1.56;1.56;10.94;0;0;0;0;7.81;12.5;0;3.13;1.56;3.13;0;25;6.25;14033;13768;64
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003384;21.69;2.41;4.82;0;4.82;2.41;6.02;9.64;0;0;0;0;3.61;8.43;1.2;3.61;3.61;4.82;0;16.87;6.02;14027;13608;83
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002265;35.9;0;5.13;0;0;0;0;5.13;0;0;0;10.26;7.69;7.69;0;5.13;0;0;0;17.95;5.13;14024;13725;39
England;52.05972;-1.108611;Sproughton;SITE000551;SAMP002606;0;0;0;0;0;0;0;9.09;0;9.09;0;0;0;36.36;0;0;0;9.09;0;18.18;18.18;14017;13433;11
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003389;20.41;2.04;2.04;0;2.04;2.04;4.08;8.16;0;0;0;0;8.16;10.2;0;2.04;2.04;2.04;0;26.53;8.16;14004;13760;49
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003383;12.16;4.05;2.7;0;5.41;4.05;5.41;12.16;0;0;0;0;4.05;9.46;0;5.41;4.05;4.05;0;14.86;12.16;14003;13596;74
England;52.54333;-1.691667;Lea Marston A;SITE000341;SAMP000876;13.95;2.91;4.07;0;4.65;3.49;4.65;6.98;0;0.58;0;2.91;2.33;12.79;1.74;2.33;2.91;5.81;0;17.44;10.47;14003;13140;172
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003388;12.82;2.56;2.56;0;2.56;2.56;2.56;15.38;0;0;0;0;2.56;12.82;0;2.56;2.56;5.13;0;28.21;5.13;13994;13755;39
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003382;17.54;3.51;1.75;0;5.26;1.75;3.51;10.53;0;0;0;0;3.51;10.53;0;3.51;3.51;1.75;0;24.56;8.77;13985;13585;57
England;52.54167;-2.802222;Church Stretton Site CS1 and CS2;SITE000130;SAMP002193;8.77;1.75;4.39;0;3.51;3.51;5.26;8.77;0;0;0;0;1.75;14.91;3.51;1.75;2.63;3.51;0;19.3;16.67;13976;13342;114
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003381;17.07;2.44;3.66;0;3.66;2.44;3.66;7.32;0;0;0;0;1.22;9.76;1.22;2.44;3.66;2.44;0;29.27;9.76;13974;13576;82
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003380;20.45;2.27;3.41;0;3.41;3.41;4.55;7.95;0;0;0;0;4.55;5.68;2.27;2.27;2.27;3.41;0;27.27;6.82;13960;13570;88
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003379;15.94;2.9;1.45;0;4.35;1.45;5.8;7.25;0;0;0;0;2.9;7.25;0;5.8;4.35;1.45;0;27.54;11.59;13954;13564;69
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003378;21.67;3.33;5;0;3.33;3.33;5;6.67;0;0;0;0;6.67;6.67;0;3.33;3.33;5;0;18.33;8.33;13954;13557;60
England;54.01012;-0.213059;Barmston;SITE000970;SAMP005336;15.32;1.8;3.6;0;3.6;3.6;5.41;8.11;0;0.9;0;0;2.7;6.31;1.8;1.8;2.7;3.6;0;24.32;14.41;13953;13186;111
England;54.01012;-0.213059;Barmston;SITE000970;SAMP005339;19.23;0;3.85;0;0;0;0;11.54;0;0;0;0;7.69;11.54;0;3.85;0;7.69;0;15.38;19.23;13953;13186;26
England;54.01012;-0.213059;Barmston;SITE000970;SAMP005338;24.05;3.8;3.8;0;6.33;2.53;3.8;7.59;0;0;0;0;5.06;6.33;0;3.8;3.8;2.53;0;18.99;7.59;13953;13186;79
England;54.01012;-0.213059;Barmston;SITE000970;SAMP005337;12.22;2.26;5.43;0;3.62;3.17;5.43;8.14;0;0.45;0;0.9;3.62;11.31;1.36;1.81;2.71;4.52;0;22.62;10.41;13953;13186;221
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003377;12.24;4.08;2.04;0;4.08;2.04;4.08;12.24;0;0;0;0;4.08;12.24;0;4.08;4.08;2.04;0;18.37;14.29;13949;13552;49
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003376;13.33;2.22;4.44;0;2.22;4.44;4.44;13.33;0;0;0;0;4.44;8.89;0;4.44;2.22;4.44;0;22.22;8.89;13935;13546;45
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004008;15.91;1.14;5.68;0;3.41;1.14;3.41;5.68;0;0;0;0;5.68;14.77;0;2.27;2.27;6.82;0;19.32;12.5;13826;13313;88
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003375;10.53;5.26;3.51;0;3.51;3.51;7.02;12.28;0;0;0;0;5.26;10.53;0;5.26;3.51;3.51;0;15.79;10.53;13815;13490;57
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003397;21.43;0;4.76;0;0;0;2.38;7.14;0;0;0;2.38;7.14;11.9;0;0;0;4.76;0;28.57;9.52;13793;13574;42
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003374;10.71;1.79;8.93;0;1.79;3.57;7.14;14.29;0;0;0;0;3.57;8.93;0;3.57;1.79;10.71;0;16.07;7.14;13792;13489;56
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003373;22.92;4.17;2.08;0;2.08;2.08;4.17;10.42;0;0;0;0;4.17;8.33;0;4.17;2.08;4.17;0;20.83;8.33;13782;13488;48
Scotland;55.12056;-3.073889;Bigholm Burn;SITE000060;SAMP000125;11.76;0.74;4.41;0;2.21;0.74;2.94;9.56;0;0;0;0.74;2.94;13.24;0;2.94;2.21;5.15;0;28.68;11.76;13780;13278;136
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000461;11.54;2.88;2.88;0;8.65;1.92;3.85;10.58;0;0;0;0.96;0.96;8.65;0;3.85;5.77;3.85;0;22.12;11.54;13775;12668;104
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000457;0;4.29;7.14;0;5.71;2.86;5.71;10;0;0;0;0;0;12.86;0;8.57;4.29;7.14;0;20;11.43;13775;12668;70
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003372;19.51;7.32;2.44;0;4.88;2.44;4.88;9.76;0;0;0;0;4.88;7.32;0;2.44;4.88;4.88;0;14.63;9.76;13774;13485;41
Scotland;60.05222;-1.360833;Clettnadal;SITE000133;SAMP000254;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13770;13465;1
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006174;8.33;8.33;8.33;0;8.33;8.33;8.33;0;0;0;0;0;0;8.33;0;8.33;8.33;8.33;0;8.33;8.33;13769;13569;12
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003371;13.95;2.33;4.65;0;2.33;4.65;4.65;11.63;0;0;0;0;2.33;9.3;0;4.65;2.33;6.98;0;23.26;6.98;13765;13485;43
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003370;18.46;3.08;1.54;0;3.08;3.08;6.15;12.31;0;0;0;0;7.69;6.15;1.54;4.62;3.08;3.08;0;18.46;7.69;13758;13483;65
England;52.54028;-2.799167;Church Stretton RS2;SITE000131;SAMP000236;13.33;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;0;6.67;0;6.67;6.67;6.67;0;13.33;6.67;13755;12019;15
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003369;17.54;0.88;2.63;0;3.51;2.63;4.39;7.02;0;0;0;0.88;7.02;7.89;0.88;4.39;2.63;2.63;0;23.68;11.4;13750;13480;114
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003390;15.79;1.75;5.26;0;1.75;1.75;1.75;10.53;0;0;0;0;7.02;10.53;0;3.51;1.75;5.26;0;28.07;5.26;13745;13560;57
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003368;17.59;1.51;5.03;0;3.52;1.01;3.02;5.53;0;0.5;0.5;1.51;7.54;9.55;0.5;1.01;2.51;4.52;0;23.62;11.06;13745;13475;199
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005758;17.39;4.35;4.35;0;4.35;4.35;4.35;4.35;0;0;0;0;0;8.7;0;4.35;4.35;4.35;0;21.74;13.04;13742;13482;23
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004290;6.25;6.25;2.08;0;6.25;4.17;8.33;6.25;0;0;0;0;2.08;12.5;0;4.17;6.25;6.25;0;10.42;18.75;13735;13470;48
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001757;7.69;1.28;3.85;0;3.85;3.85;8.97;6.41;0;0;0;0;0;11.54;2.56;5.13;2.56;7.69;0;23.08;11.54;13734;12424;78
England;52.51417;-1.976389;West Bromwich;SITE000647;SAMP001720;0;0;0;0;12.5;0;0;12.5;0;0;0;0;0;25;0;12.5;0;0;0;37.5;0;13723;13105;8
France;49.32611;2.663889;Houdancourt;SITE000817;SAMP003246;7.26;1.61;6.45;0;4.84;2.42;8.06;7.26;0;0;0;0;1.61;10.48;1.61;4.03;3.23;6.45;0;22.58;12.1;13722;13257;124
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004007;15.48;1.19;4.76;0;2.38;2.38;2.38;9.52;0;0;0;0;4.76;15.48;1.19;1.19;2.38;3.57;0;20.24;13.1;13714;13196;84
England;51.0975;1.169167;Holywell Coombe;SITE000278;SAMP002357;2.56;2.56;5.13;0;10.26;2.56;2.56;10.26;0;0;0;0;0;17.95;0;5.13;7.69;2.56;0;20.51;10.26;13712;13084;39
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002268;41.38;0;0;0;0;0;0;3.45;0;0;0;6.9;10.34;6.9;0;0;0;0;0;24.14;6.9;13708;13434;29
England;52.05972;-1.108611;Sproughton;SITE000551;SAMP002608;20;0;0;0;0;0;0;40;0;0;0;0;20;0;0;0;0;0;0;20;0;13701;12831;5
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003681;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13609;13146;1
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003673;2.86;5.71;2.86;0;5.71;2.86;8.57;11.43;0;0;0;0;0;8.57;0;5.71;5.71;8.57;0;22.86;8.57;13609;13146;35
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003674;0;9.52;4.76;0;4.76;4.76;4.76;9.52;0;4.76;0;0;0;9.52;0;4.76;4.76;9.52;0;14.29;14.29;13609;13146;21
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003675;0;12.5;4.17;0;8.33;4.17;8.33;12.5;0;0;0;0;0;8.33;0;4.17;8.33;8.33;0;8.33;12.5;13609;13146;24
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003676;0;5.56;5.56;0;5.56;5.56;5.56;11.11;0;0;0;0;0;11.11;0;5.56;5.56;5.56;0;22.22;11.11;13609;13146;18
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003677;0;5.26;5.26;0;5.26;5.26;10.53;5.26;0;0;0;0;0;5.26;0;10.53;10.53;5.26;0;21.05;10.53;13609;13146;19
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003678;0;8.33;8.33;0;8.33;8.33;8.33;8.33;0;0;0;0;0;8.33;0;8.33;8.33;8.33;0;8.33;8.33;13609;13146;12
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003672;0;5.56;5.56;0;5.56;5.56;11.11;5.56;0;0;0;0;0;11.11;0;11.11;5.56;5.56;0;22.22;5.56;13609;13146;18
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003680;0;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;0;13.33;0;6.67;6.67;6.67;0;13.33;13.33;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003667;5.49;3.3;1.1;0;4.4;1.1;6.59;12.09;0;0;0;0;3.3;15.38;0;6.59;4.4;4.4;0;18.68;13.19;13609;13146;91
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003679;13.33;6.67;6.67;0;6.67;6.67;13.33;0;0;0;0;0;0;6.67;0;13.33;6.67;6.67;0;6.67;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003671;0;0;7.69;0;0;0;15.38;15.38;0;0;0;0;0;15.38;0;7.69;0;0;0;30.77;7.69;13609;13146;13
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003670;0;7.69;7.69;0;0;0;15.38;15.38;0;0;0;0;0;23.08;0;7.69;0;0;0;15.38;7.69;13609;13146;13
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003683;7.14;7.14;7.14;0;7.14;7.14;7.14;0;0;0;0;0;7.14;7.14;0;7.14;7.14;7.14;0;14.29;7.14;13609;13146;14
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003668;6.15;4.62;3.08;0;6.15;1.54;6.15;10.77;0;0;0;0;3.08;15.38;0;3.08;6.15;3.08;0;18.46;12.31;13609;13146;65
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003684;0;7.69;7.69;0;7.69;7.69;7.69;7.69;0;0;0;0;0;7.69;0;7.69;7.69;7.69;0;15.38;7.69;13609;13146;13
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003666;11.43;2.86;2.86;0;2.86;1.43;4.29;8.57;0;0;0;0;4.29;12.86;0;8.57;2.86;5.71;0;20;11.43;13609;13146;70
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003665;11.63;2.33;3.49;0;3.49;1.16;9.3;10.47;0;0;0;1.16;3.49;6.98;0;9.3;3.49;5.81;0;20.93;6.98;13609;13146;86
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003664;0;0;0;0;0;0;16.67;16.67;0;0;0;0;0;16.67;0;16.67;0;0;0;33.33;0;13609;13146;6
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003663;9.09;0;3.03;0;0;0;3.03;18.18;0;0;0;3.03;3.03;15.15;0;6.06;0;6.06;0;24.24;9.09;13609;13146;33
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003662;8.33;0;8.33;0;0;0;4.17;16.67;0;0;0;4.17;0;16.67;0;0;0;4.17;0;29.17;8.33;13609;13146;24
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003661;9.8;1.96;2.94;0;1.96;0.98;5.88;13.73;0;0;0;1.96;3.92;15.69;0;4.9;1.96;1.96;0;21.57;10.78;13609;13146;102
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003669;0;5;5;0;5;2.5;10;12.5;0;0;0;0;0;15;0;7.5;5;2.5;0;22.5;7.5;13609;13146;40
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003697;5.88;5.88;5.88;0;5.88;5.88;5.88;11.76;0;0;0;0;0;11.76;0;5.88;5.88;5.88;0;11.76;11.76;13609;13146;17
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003703;11.28;1.54;3.59;0;2.05;1.54;6.15;12.31;0;0.51;0;1.03;3.08;11.79;0;5.13;2.56;6.15;0;20;11.28;13609;13146;195
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003702;11.86;3.39;3.39;0;3.39;1.69;1.69;10.17;0;0;0;0;3.39;15.25;0;5.08;3.39;5.08;0;20.34;11.86;13609;13146;59
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003701;8.62;5.17;1.72;0;3.45;1.72;5.17;12.07;0;0;0;0;3.45;13.79;0;6.9;3.45;3.45;0;18.97;12.07;13609;13146;58
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003700;5.41;4.05;2.7;0;2.7;2.7;5.41;14.86;0;0;0;0;1.35;12.16;0;5.41;2.7;5.41;0;20.27;14.86;13609;13146;74
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003682;6.67;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;6.67;6.67;0;6.67;6.67;6.67;0;13.33;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003698;10.94;3.13;4.69;0;1.56;1.56;4.69;14.06;0;0;0;0;3.13;14.06;0;6.25;1.56;6.25;0;18.75;9.38;13609;13146;64
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003696;0;7.69;7.69;0;7.69;7.69;7.69;0;0;0;0;0;0;7.69;0;7.69;7.69;7.69;0;23.08;7.69;13609;13146;13
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003695;10;5;5;0;5;5;10;0;0;0;0;0;5;10;0;10;5;5;0;15;10;13609;13146;20
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003694;11.54;7.69;3.85;0;3.85;3.85;3.85;7.69;0;0;0;0;0;19.23;0;3.85;3.85;3.85;0;15.38;11.54;13609;13146;26
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003685;50;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;13609;13146;2
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003692;6.67;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;6.67;6.67;0;13.33;6.67;6.67;0;6.67;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003691;15;5;5;0;5;5;5;5;0;0;0;0;5;10;0;5;5;5;0;15;10;13609;13146;20
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003690;25;0;0;0;0;0;0;25;0;0;0;0;25;0;0;0;0;0;0;25;0;13609;13146;4
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003689;6.67;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;0;6.67;0;6.67;6.67;6.67;0;20;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003688;13.33;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;6.67;6.67;0;6.67;6.67;6.67;0;6.67;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003687;5.88;5.88;5.88;0;5.88;5.88;5.88;11.76;0;0;0;0;0;11.76;0;5.88;5.88;5.88;0;11.76;11.76;13609;13146;17
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003686;33.33;0;0;0;0;0;0;0;0;0;0;0;0;33.33;0;0;0;0;0;0;33.33;13609;13146;3
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003693;13.33;6.67;6.67;0;6.67;6.67;6.67;6.67;0;0;0;0;6.67;6.67;0;6.67;6.67;6.67;0;6.67;6.67;13609;13146;15
Denmark;57.4167;9.75;Nørre Lyngby;SITE000420;SAMP003699;6.82;6.82;4.55;0;4.55;2.27;6.82;13.64;0;0;0;0;2.27;11.36;0;4.55;4.55;2.27;0;18.18;11.36;13609;13146;44
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006175;50;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;13577;13415;2
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002267;31.82;2.27;2.27;0;4.55;2.27;2.27;0;0;2.27;2.27;6.82;9.09;4.55;0;2.27;4.55;2.27;0;15.91;4.55;13575;13374;44
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004006;12.33;1.37;6.85;0;2.05;1.37;3.42;9.59;0;1.37;0;0;2.74;13.7;0.68;2.05;1.37;4.79;0;20.55;15.75;13559;13110;146
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004289;3.03;6.06;3.03;0;6.06;9.09;6.06;3.03;0;0;3.03;0;3.03;15.15;3.03;3.03;3.03;3.03;0;15.15;15.15;13556;13306;33
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001739;3.13;3.13;0;0;3.13;3.13;6.25;9.38;0;0;0;0;0;15.63;3.13;0;3.13;3.13;0;28.13;18.75;13551;11830;32
France;49.74139;2.1525;Conty;SITE000756;SAMP003238;4.66;1.04;4.15;0;2.59;1.55;5.18;7.25;0;1.04;0;0;1.04;16.06;0.52;3.63;2.07;5.7;0;26.94;16.58;13548;13297;193
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005755;12;4;4;0;8;4;4;8;0;0;0;0;4;12;0;4;8;4;0;12;12;13482;13303;25
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002279;21.74;1.45;1.45;0;2.9;2.9;2.9;5.8;0;0;0;1.45;8.7;7.25;1.45;1.45;1.45;2.9;0;27.54;8.7;13476;13251;69
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000456;4.6;3.45;2.3;0;5.75;5.75;9.2;9.2;0;0;0;0;1.15;10.34;1.15;5.75;3.45;5.75;0;17.24;14.94;13453;12538;87
England;52.51417;-1.976389;West Bromwich;SITE000647;SAMP001721;0;0;0;0;13.33;0;0;13.33;0;0;0;0;0;13.33;0;6.67;0;6.67;0;33.33;13.33;13447;12810;15
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006176;50;0;0;0;0;0;0;0;0;0;25;0;25;0;0;0;0;0;0;0;0;13421;13191;4
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002278;13.33;2.86;3.81;0;3.81;2.86;3.81;10.48;0;0;0;0;4.76;10.48;1.9;0.95;2.86;2.86;0;24.76;10.48;13404;13133;105
Scotland;54.97639;-3.093611;Redkirk Point;SITE000483;SAMP001243;7.8;2.84;4.26;0;4.26;1.42;2.84;11.35;0;0;0;0;2.13;12.06;0;3.55;3.55;4.26;0;26.95;12.77;13385;12731;141
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002270;32.14;0;3.57;0;1.79;0;3.57;7.14;0;0;0;5.36;7.14;8.93;0;1.79;0;7.14;0;12.5;8.93;13380;13099;56
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005757;9.09;0;0;0;9.09;0;0;18.18;0;0;0;0;0;9.09;0;18.18;0;9.09;0;18.18;9.09;13339;13137;11
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004004;15.06;1.81;5.42;0;1.81;1.81;3.61;8.43;0;0.6;0;0.6;6.02;12.65;0.6;1.81;1.81;3.61;0;21.08;13.25;13336;12688;166
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002273;25.35;2.82;1.41;0;5.63;1.41;4.23;7.04;0;0;0;0;9.86;8.45;0;2.82;2.82;2.82;0;16.9;8.45;13323;12738;71
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002281;9.52;2.38;2.38;0;2.38;4.76;4.76;7.14;0;0;0;0;4.76;14.29;2.38;2.38;2.38;2.38;0;26.19;11.9;13321;13045;42
England;51.5;-0.4741667;West Drayton;SITE000649;SAMP001732;12.31;4.62;1.54;0;6.15;3.08;4.62;10.77;0;0;0;1.54;3.08;10.77;0;9.23;3.08;3.08;0;15.38;10.77;13316;12801;65
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002269;29.79;4.26;2.13;0;4.26;2.13;4.26;2.13;0;0;0;6.38;14.89;4.26;0;2.13;4.26;2.13;0;12.77;4.26;13314;13003;47
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001756;0;8.33;8.33;0;8.33;8.33;8.33;0;0;0;0;0;0;8.33;0;8.33;8.33;8.33;0;16.67;8.33;13314;12685;12
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002271;22;2;6;0;2;2;4;4;0;0;0;4;2;14;0;2;2;6;0;16;12;13312;13087;50
France;49.32611;2.663889;Houdancourt;SITE000817;SAMP003247;14.69;2.1;6.29;0;4.2;2.1;5.59;6.29;0;0;0;0;2.1;10.49;0.7;3.5;4.2;7.69;0;20.28;9.79;13308;12924;143
England;50.835;-1.406389;Northmoor LG;SITE000429;SAMP001131;0;4.76;3.17;0;4.76;1.59;3.17;20.63;0;0;0;0;0;14.29;0;3.17;3.17;3.17;0;26.98;11.11;13307;12862;63
England;53.545;-1.040278;Armthorpe;SITE000025;SAMP000035;11.86;2.54;6.78;0;5.93;2.54;5.08;7.63;0;0;0.85;0;2.54;9.32;0;3.39;5.08;5.93;0;21.19;9.32;13299;13049;118
England;53.34555;-0.9575;Tiln;SITE000609;SAMP002189;11.34;3.09;4.12;0;8.25;5.15;4.12;10.31;0;0;2.06;0;2.06;10.31;0;3.09;6.19;4.12;0;18.56;7.22;13295;12959;97
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004005;10.97;1.94;6.45;0;3.23;1.29;4.52;7.74;0;1.94;0;0;3.87;11.61;0;3.87;3.23;5.81;0;17.42;16.13;13278;12813;155
